id,AL,AZ,CA,CO,CT,FL,GA,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MO,NJ,NM,NY,NC,OH,OK,OR,PA,SC,TN,TX,VA,WA,WV,WI,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive,cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive
530,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083963,1.0981509,17.0571732,71.7234476,74.3756658,56.22122,24.045413,20.3470077,18.7261649,66.8551685,35.7417901,49.7431736,21.5889278,16.8882433,67.6548159,4.4321321,37.8175246,12.4599493,1.1898354,1.193349,16.8098183,70.6980519,74.2652432,56.1755248,23.9477458,21.0217942,19.4055269,66.5746134,35.6753151,49.6468739,20.7307296,16.2225994,67.4236536,4.582301,37.5232774,13.5469151,1.1350329,1.1394929,16.8042773,70.4150547,74.0505731,56.6821703,24.4288391,21.1504986,19.5865058,66.5935604,35.7083668,49.2424664,20.5920032,16.390955,66.9192618,4.5798195,37.5808431,13.6816351
531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1898354,1.193349,16.8098183,70.6980519,74.2652432,56.1755248,23.9477458,21.0217942,19.4055269,66.5746134,35.6753151,49.6468739,20.7307296,16.2225994,67.4236536,4.582301,37.5232774,13.5469151,1.1350329,1.1394929,16.8042773,70.4150547,74.0505731,56.6821703,24.4288391,21.1504986,19.5865058,66.5935604,35.7083668,49.2424664,20.5920032,16.390955,66.9192618,4.5798195,37.5808431,13.6816351,1.1128462,1.0956647,16.4094785,69.8408655,73.1449386,55.6148868,24.0387505,20.6001699,18.9009702,66.8149136,34.8919553,47.4930921,20.2219039,16.2740182,66.4747998,4.3140635,36.8166267,12.8775246
532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1350329,1.1394929,16.8042773,70.4150547,74.0505731,56.6821703,24.4288391,21.1504986,19.5865058,66.5935604,35.7083668,49.2424664,20.5920032,16.390955,66.9192618,4.5798195,37.5808431,13.6816351,1.1128462,1.0956647,16.4094785,69.8408655,73.1449386,55.6148868,24.0387505,20.6001699,18.9009702,66.8149136,34.8919553,47.4930921,20.2219039,16.2740182,66.4747998,4.3140635,36.8166267,12.8775246,1.0105707,1.0002035,16.4108739,69.4188936,73.1161687,56.0122,24.2259586,20.4860051,18.6946546,66.735965,34.8015021,47.0632256,19.8013219,15.8752783,66.6387628,4.1538422,35.8352763,13.8278895
533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1128462,1.0956647,16.4094785,69.8408655,73.1449386,55.6148868,24.0387505,20.6001699,18.9009702,66.8149136,34.8919553,47.4930921,20.2219039,16.2740182,66.4747998,4.3140635,36.8166267,12.8775246,1.0105707,1.0002035,16.4108739,69.4188936,73.1161687,56.0122,24.2259586,20.4860051,18.6946546,66.735965,34.8015021,47.0632256,19.8013219,15.8752783,66.6387628,4.1538422,35.8352763,13.8278895,1.0455048,1.0502189,15.5385712,69.4754078,71.4144897,54.7076566,23.8255912,20.9789768,19.8742958,66.5955871,34.8601108,46.5707055,19.2370197,15.2698767,66.3740885,3.9800052,36.3342371,14.4069235
534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0105707,1.0002035,16.4108739,69.4188936,73.1161687,56.0122,24.2259586,20.4860051,18.6946546,66.735965,34.8015021,47.0632256,19.8013219,15.8752783,66.6387628,4.1538422,35.8352763,13.8278895,1.0455048,1.0502189,15.5385712,69.4754078,71.4144897,54.7076566,23.8255912,20.9789768,19.8742958,66.5955871,34.8601108,46.5707055,19.2370197,15.2698767,66.3740885,3.9800052,36.3342371,14.4069235,0.9697447,0.9745422,15.5448672,69.2620926,71.1730779,54.5995133,23.9575153,22.1858754,20.4443157,66.8317049,35.2712037,45.5610239,19.0150439,15.3246119,66.201199,4.0193015,35.978529,13.7524071
535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0455048,1.0502189,15.5385712,69.4754078,71.4144897,54.7076566,23.8255912,20.9789768,19.8742958,66.5955871,34.8601108,46.5707055,19.2370197,15.2698767,66.3740885,3.9800052,36.3342371,14.4069235,0.9697447,0.9745422,15.5448672,69.2620926,71.1730779,54.5995133,23.9575153,22.1858754,20.4443157,66.8317049,35.2712037,45.5610239,19.0150439,15.3246119,66.201199,4.0193015,35.978529,13.7524071,0.885741,0.8867836,15.4852689,68.3072526,69.9095659,54.5506601,23.8342197,21.2757056,20.1278975,66.6143714,35.6012328,44.0536124,18.761735,15.1902674,65.4243043,3.61723,35.8344777,13.2784964
536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697447,0.9745422,15.5448672,69.2620926,71.1730779,54.5995133,23.9575153,22.1858754,20.4443157,66.8317049,35.2712037,45.5610239,19.0150439,15.3246119,66.201199,4.0193015,35.978529,13.7524071,0.885741,0.8867836,15.4852689,68.3072526,69.9095659,54.5506601,23.8342197,21.2757056,20.1278975,66.6143714,35.6012328,44.0536124,18.761735,15.1902674,65.4243043,3.61723,35.8344777,13.2784964,0.755092,0.7678156,15.2275816,68.2829012,70.2487968,54.2441814,24.1673345,20.2559167,19.6668844,66.4323761,35.8257899,44.4869988,18.7531003,14.9452024,64.8770982,3.8224366,35.8695057,11.9187031
537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885741,0.8867836,15.4852689,68.3072526,69.9095659,54.5506601,23.8342197,21.2757056,20.1278975,66.6143714,35.6012328,44.0536124,18.761735,15.1902674,65.4243043,3.61723,35.8344777,13.2784964,0.755092,0.7678156,15.2275816,68.2829012,70.2487968,54.2441814,24.1673345,20.2559167,19.6668844,66.4323761,35.8257899,44.4869988,18.7531003,14.9452024,64.8770982,3.8224366,35.8695057,11.9187031,0.7315402,0.7315402,14.7875497,69.6354601,71.4550469,54.3320799,24.035179,19.8044182,19.4810448,66.7119759,36.3263389,45.900058,18.3876557,14.3367841,65.0066874,3.9592273,36.1743349,11.9543803
538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755092,0.7678156,15.2275816,68.2829012,70.2487968,54.2441814,24.1673345,20.2559167,19.6668844,66.4323761,35.8257899,44.4869988,18.7531003,14.9452024,64.8770982,3.8224366,35.8695057,11.9187031,0.7315402,0.7315402,14.7875497,69.6354601,71.4550469,54.3320799,24.035179,19.8044182,19.4810448,66.7119759,36.3263389,45.900058,18.3876557,14.3367841,65.0066874,3.9592273,36.1743349,11.9543803,0.8633376,0.8741015,14.6886401,69.4591053,71.8037012,53.8333571,24.3793827,20.4824927,20.413222,66.7545719,36.5059032,46.022078,18.5862012,14.2359086,65.0243692,3.9766581,38.210637,13.4120679
539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7315402,0.7315402,14.7875497,69.6354601,71.4550469,54.3320799,24.035179,19.8044182,19.4810448,66.7119759,36.3263389,45.900058,18.3876557,14.3367841,65.0066874,3.9592273,36.1743349,11.9543803,0.8633376,0.8741015,14.6886401,69.4591053,71.8037012,53.8333571,24.3793827,20.4824927,20.413222,66.7545719,36.5059032,46.022078,18.5862012,14.2359086,65.0243692,3.9766581,38.210637,13.4120679,0.8135808,0.8514548,13.6354677,69.4707502,72.4796981,53.6334735,24.3504829,21.3144241,20.0450528,67.3041275,36.421209,46.9842079,18.1674216,13.7956345,65.1803051,3.9380877,38.8540338,12.0575792
540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8633376,0.8741015,14.6886401,69.4591053,71.8037012,53.8333571,24.3793827,20.4824927,20.413222,66.7545719,36.5059032,46.022078,18.5862012,14.2359086,65.0243692,3.9766581,38.210637,13.4120679,0.8135808,0.8514548,13.6354677,69.4707502,72.4796981,53.6334735,24.3504829,21.3144241,20.0450528,67.3041275,36.421209,46.9842079,18.1674216,13.7956345,65.1803051,3.9380877,38.8540338,12.0575792,0.8387614,0.8776654,13.4141723,69.0742054,72.032682,53.394289,24.7876973,21.4937564,18.7525886,67.6505447,37.0070431,46.2501263,17.8720454,13.4374867,64.6203066,4.2170803,39.1788916,11.5747569
541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8135808,0.8514548,13.6354677,69.4707502,72.4796981,53.6334735,24.3504829,21.3144241,20.0450528,67.3041275,36.421209,46.9842079,18.1674216,13.7956345,65.1803051,3.9380877,38.8540338,12.0575792,0.8387614,0.8776654,13.4141723,69.0742054,72.032682,53.394289,24.7876973,21.4937564,18.7525886,67.6505447,37.0070431,46.2501263,17.8720454,13.4374867,64.6203066,4.2170803,39.1788916,11.5747569,0.9921528,1.0329864,12.9655226,67.5324583,71.2863346,52.9506215,24.8095016,20.5288629,19.0416702,68.418708,37.5294681,45.2099562,17.9619414,13.0305602,63.9800737,4.2077201,39.9403146,11.4686188
542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387614,0.8776654,13.4141723,69.0742054,72.032682,53.394289,24.7876973,21.4937564,18.7525886,67.6505447,37.0070431,46.2501263,17.8720454,13.4374867,64.6203066,4.2170803,39.1788916,11.5747569,0.9921528,1.0329864,12.9655226,67.5324583,71.2863346,52.9506215,24.8095016,20.5288629,19.0416702,68.418708,37.5294681,45.2099562,17.9619414,13.0305602,63.9800737,4.2077201,39.9403146,11.4686188,1.1306235,1.1722737,13.1065236,68.1104893,72.1069026,54.1221232,25.3816408,21.2114712,19.432081,69.0878904,37.4387653,46.0681346,18.0350891,12.8273768,64.2553926,3.9877656,39.4173018,12.1248857
543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921528,1.0329864,12.9655226,67.5324583,71.2863346,52.9506215,24.8095016,20.5288629,19.0416702,68.418708,37.5294681,45.2099562,17.9619414,13.0305602,63.9800737,4.2077201,39.9403146,11.4686188,1.1306235,1.1722737,13.1065236,68.1104893,72.1069026,54.1221232,25.3816408,21.2114712,19.432081,69.0878904,37.4387653,46.0681346,18.0350891,12.8273768,64.2553926,3.9877656,39.4173018,12.1248857,1.1579265,1.1848787,12.4793403,67.5782308,71.0754813,54.2784502,24.9357001,22.4699405,19.2873777,69.2788591,37.416712,45.4757349,17.2484758,12.3157993,64.0451434,4.0588811,40.3976484,12.4652943
544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1306235,1.1722737,13.1065236,68.1104893,72.1069026,54.1221232,25.3816408,21.2114712,19.432081,69.0878904,37.4387653,46.0681346,18.0350891,12.8273768,64.2553926,3.9877656,39.4173018,12.1248857,1.1579265,1.1848787,12.4793403,67.5782308,71.0754813,54.2784502,24.9357001,22.4699405,19.2873777,69.2788591,37.416712,45.4757349,17.2484758,12.3157993,64.0451434,4.0588811,40.3976484,12.4652943,1.0505824,1.0920254,12.5939223,67.1562205,70.6920726,55.1056089,25.2253663,22.5860014,19.4726333,69.3250391,37.1596136,44.6082379,17.1084907,12.1884772,63.9408122,3.9813243,39.8321921,10.7237555
545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1579265,1.1848787,12.4793403,67.5782308,71.0754813,54.2784502,24.9357001,22.4699405,19.2873777,69.2788591,37.416712,45.4757349,17.2484758,12.3157993,64.0451434,4.0588811,40.3976484,12.4652943,1.0505824,1.0920254,12.5939223,67.1562205,70.6920726,55.1056089,25.2253663,22.5860014,19.4726333,69.3250391,37.1596136,44.6082379,17.1084907,12.1884772,63.9408122,3.9813243,39.8321921,10.7237555,0.9032163,0.9323035,12.0704358,67.3936945,70.3334154,57.2961317,25.5127612,22.7381095,18.7197091,69.8427802,37.1765972,45.7918991,16.4070389,11.5787437,63.2924191,3.9017601,39.3908241,8.7122953
546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0505824,1.0920254,12.5939223,67.1562205,70.6920726,55.1056089,25.2253663,22.5860014,19.4726333,69.3250391,37.1596136,44.6082379,17.1084907,12.1884772,63.9408122,3.9813243,39.8321921,10.7237555,0.9032163,0.9323035,12.0704358,67.3936945,70.3334154,57.2961317,25.5127612,22.7381095,18.7197091,69.8427802,37.1765972,45.7918991,16.4070389,11.5787437,63.2924191,3.9017601,39.3908241,8.7122953,0.9263871,0.9432649,11.9805046,67.2722382,70.1197921,56.9295393,25.8989752,21.0305506,18.9061298,69.4751788,37.614312,44.5095898,16.1204185,11.405381,62.7788968,3.7961226,39.1373333,8.138702
547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032163,0.9323035,12.0704358,67.3936945,70.3334154,57.2961317,25.5127612,22.7381095,18.7197091,69.8427802,37.1765972,45.7918991,16.4070389,11.5787437,63.2924191,3.9017601,39.3908241,8.7122953,0.9263871,0.9432649,11.9805046,67.2722382,70.1197921,56.9295393,25.8989752,21.0305506,18.9061298,69.4751788,37.614312,44.5095898,16.1204185,11.405381,62.7788968,3.7961226,39.1373333,8.138702,1.0079583,1.0303441,12.0508715,69.0147447,71.229953,57.795509,25.2032658,20.5384779,19.3975504,68.7830804,36.8910969,46.0177657,16.7457729,11.6345308,63.430053,3.6164535,38.4448922,7.3015865
548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9263871,0.9432649,11.9805046,67.2722382,70.1197921,56.9295393,25.8989752,21.0305506,18.9061298,69.4751788,37.614312,44.5095898,16.1204185,11.405381,62.7788968,3.7961226,39.1373333,8.138702,1.0079583,1.0303441,12.0508715,69.0147447,71.229953,57.795509,25.2032658,20.5384779,19.3975504,68.7830804,36.8910969,46.0177657,16.7457729,11.6345308,63.430053,3.6164535,38.4448922,7.3015865,0.9016096,0.9235066,12.3187572,70.4532584,71.2942243,58.4422747,25.4466125,20.8057456,19.1483407,68.4432153,36.8730459,46.1142704,16.6858502,11.8646719,63.4972186,3.8879217,37.4924415,7.7604133
549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0079583,1.0303441,12.0508715,69.0147447,71.229953,57.795509,25.2032658,20.5384779,19.3975504,68.7830804,36.8910969,46.0177657,16.7457729,11.6345308,63.430053,3.6164535,38.4448922,7.3015865,0.9016096,0.9235066,12.3187572,70.4532584,71.2942243,58.4422747,25.4466125,20.8057456,19.1483407,68.4432153,36.8730459,46.1142704,16.6858502,11.8646719,63.4972186,3.8879217,37.4924415,7.7604133,0.8856623,0.9070523,12.042839,71.1818354,72.3466607,58.0594617,25.6980197,20.9327562,19.1949172,68.3932171,37.3057243,44.9500952,16.4582221,11.6586773,62.9345705,4.1606917,37.5657111,7.4814179
550,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016096,0.9235066,12.3187572,70.4532584,71.2942243,58.4422747,25.4466125,20.8057456,19.1483407,68.4432153,36.8730459,46.1142704,16.6858502,11.8646719,63.4972186,3.8879217,37.4924415,7.7604133,0.8856623,0.9070523,12.042839,71.1818354,72.3466607,58.0594617,25.6980197,20.9327562,19.1949172,68.3932171,37.3057243,44.9500952,16.4582221,11.6586773,62.9345705,4.1606917,37.5657111,7.4814179,0.9046429,0.9255065,12.1003852,72.0341986,72.9670607,58.6663747,26.1938913,19.8228803,19.2583076,68.6163879,37.8652111,44.7365103,16.4735328,11.4557337,62.5500854,4.0487872,37.6414205,7.5050278
551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8856623,0.9070523,12.042839,71.1818354,72.3466607,58.0594617,25.6980197,20.9327562,19.1949172,68.3932171,37.3057243,44.9500952,16.4582221,11.6586773,62.9345705,4.1606917,37.5657111,7.4814179,0.9046429,0.9255065,12.1003852,72.0341986,72.9670607,58.6663747,26.1938913,19.8228803,19.2583076,68.6163879,37.8652111,44.7365103,16.4735328,11.4557337,62.5500854,4.0487872,37.6414205,7.5050278,0.9413944,0.9733094,11.7026467,70.4947774,72.0051439,57.2537029,26.4834285,19.6758427,18.578841,68.8584113,38.0990845,43.5291567,15.9732144,11.211387,61.7807239,4.2154595,37.5535787,8.3326222
552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046429,0.9255065,12.1003852,72.0341986,72.9670607,58.6663747,26.1938913,19.8228803,19.2583076,68.6163879,37.8652111,44.7365103,16.4735328,11.4557337,62.5500854,4.0487872,37.6414205,7.5050278,0.9413944,0.9733094,11.7026467,70.4947774,72.0051439,57.2537029,26.4834285,19.6758427,18.578841,68.8584113,38.0990845,43.5291567,15.9732144,11.211387,61.7807239,4.2154595,37.5535787,8.3326222,1.1540228,1.1842938,12.3624066,70.5646537,73.0345647,56.9541221,26.9509024,19.3238779,19.20626,68.2491689,39.1418322,42.5399733,16.3277141,11.6166041,61.9970585,4.2846712,37.6149911,7.9172693
553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9413944,0.9733094,11.7026467,70.4947774,72.0051439,57.2537029,26.4834285,19.6758427,18.578841,68.8584113,38.0990845,43.5291567,15.9732144,11.211387,61.7807239,4.2154595,37.5535787,8.3326222,1.1540228,1.1842938,12.3624066,70.5646537,73.0345647,56.9541221,26.9509024,19.3238779,19.20626,68.2491689,39.1418322,42.5399733,16.3277141,11.6166041,61.9970585,4.2846712,37.6149911,7.9172693,1.1559085,1.1948467,12.9642303,70.285965,72.6494338,57.5418826,27.7589562,18.9838368,19.0141628,68.8485741,39.4085719,42.8115597,16.4954218,11.7509716,61.3227264,4.4603101,38.0651174,8.3875279
554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1540228,1.1842938,12.3624066,70.5646537,73.0345647,56.9541221,26.9509024,19.3238779,19.20626,68.2491689,39.1418322,42.5399733,16.3277141,11.6166041,61.9970585,4.2846712,37.6149911,7.9172693,1.1559085,1.1948467,12.9642303,70.285965,72.6494338,57.5418826,27.7589562,18.9838368,19.0141628,68.8485741,39.4085719,42.8115597,16.4954218,11.7509716,61.3227264,4.4603101,38.0651174,8.3875279,1.1103963,1.1443179,12.5544263,69.2502191,72.0812293,57.4392005,27.9356329,20.5233,19.5285443,69.4699466,39.8129374,41.8538457,15.5470829,11.2236726,61.0746376,4.6828818,38.5492025,8.0749452
555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1559085,1.1948467,12.9642303,70.285965,72.6494338,57.5418826,27.7589562,18.9838368,19.0141628,68.8485741,39.4085719,42.8115597,16.4954218,11.7509716,61.3227264,4.4603101,38.0651174,8.3875279,1.1103963,1.1443179,12.5544263,69.2502191,72.0812293,57.4392005,27.9356329,20.5233,19.5285443,69.4699466,39.8129374,41.8538457,15.5470829,11.2236726,61.0746376,4.6828818,38.5492025,8.0749452,1.1099173,1.1432362,12.2451962,68.9208217,72.4264852,57.2677879,28.3057463,19.8393545,19.9022826,68.8452452,39.5494602,43.1457199,14.9963584,10.6808328,61.0213433,4.556682,38.5707523,7.7327824
556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1103963,1.1443179,12.5544263,69.2502191,72.0812293,57.4392005,27.9356329,20.5233,19.5285443,69.4699466,39.8129374,41.8538457,15.5470829,11.2236726,61.0746376,4.6828818,38.5492025,8.0749452,1.1099173,1.1432362,12.2451962,68.9208217,72.4264852,57.2677879,28.3057463,19.8393545,19.9022826,68.8452452,39.5494602,43.1457199,14.9963584,10.6808328,61.0213433,4.556682,38.5707523,7.7327824,1.0853594,1.1339943,11.6917789,68.8100551,71.2070007,56.8515101,27.9298629,18.373125,19.5371758,68.3809066,39.2039283,43.1108464,14.8286712,10.4367322,60.8046307,4.467874,39.0064072,8.0994518
557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1099173,1.1432362,12.2451962,68.9208217,72.4264852,57.2677879,28.3057463,19.8393545,19.9022826,68.8452452,39.5494602,43.1457199,14.9963584,10.6808328,61.0213433,4.556682,38.5707523,7.7327824,1.0853594,1.1339943,11.6917789,68.8100551,71.2070007,56.8515101,27.9298629,18.373125,19.5371758,68.3809066,39.2039283,43.1108464,14.8286712,10.4367322,60.8046307,4.467874,39.0064072,8.0994518,1.0392963,1.0823485,11.9408652,67.7689504,69.9259467,56.3524395,27.8063239,18.8057613,19.4229792,68.5951144,38.2393572,42.6089387,14.7562916,10.6298,60.6488569,4.1046731,38.841325,8.7974633
558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0853594,1.1339943,11.6917789,68.8100551,71.2070007,56.8515101,27.9298629,18.373125,19.5371758,68.3809066,39.2039283,43.1108464,14.8286712,10.4367322,60.8046307,4.467874,39.0064072,8.0994518,1.0392963,1.0823485,11.9408652,67.7689504,69.9259467,56.3524395,27.8063239,18.8057613,19.4229792,68.5951144,38.2393572,42.6089387,14.7562916,10.6298,60.6488569,4.1046731,38.841325,8.7974633,1.1584241,1.1913932,12.1085708,67.7986724,70.1395283,56.5246814,28.0849614,18.8858549,20.2452878,69.2818859,39.0094839,42.0635743,15.2168751,10.9296881,60.0387249,3.9892326,39.0753559,8.8711283
